"","V1"
"AUC",0.504076166801911
"balAccuracy",0.504357898908521
"EMP",0.183210845303049
"acceptedLoans",0.578596115538226
"profit",-385382.9374
"profitPerLoan",-54.5868183286119
"profitPerEUR",-0.000895291602380943
"statParityDiff",0.00317116647624938
"averageOddsDiff",0.00187226496359294
"predParityDiff",0.0623400648705035
