"","V1"
"AUC",0.499569846981497
"balAccuracy",0.502273928801898
"EMP",0.183197378904927
"acceptedLoans",0.578494251709771
"profit",-527238.3406
"profitPerLoan",-74.6796516430595
"profitPerEUR",-0.00122483901850202
"statParityDiff",0.0076474480321661
"averageOddsDiff",0.00970255969807035
"predParityDiff",0.0618228932663388
