"","V1"
"AUC",0.794967661302364
"balAccuracy",0.725742129649402
"EMP",0.186095822258027
"acceptedLoans",0.600418936680273
"profit",38473876.3218
"profitPerLoan",5449.55755266289
"profitPerEUR",0.0893795107129996
"statParityDiff",0.0770636827605409
"averageOddsDiff",0.0391120644768325
"predParityDiff",0.0341351410452657
