"","V1"
"AUC",0.504423578786136
"balAccuracy",0.503640047954116
"EMP",0.183199413349776
"acceptedLoans",0.578509640853865
"profit",379454.6552
"profitPerLoan",53.7471183002833
"profitPerEUR",0.000881519479240225
"statParityDiff",0.00683162927064146
"averageOddsDiff",0.00458602566396132
"predParityDiff",0.0680334672951537
