"","V1"
"AUC",0.502244824475824
"balAccuracy",0.502319982773807
"EMP",0.183218436231514
"acceptedLoans",0.578576688546508
"profit",-1227617.1698
"profitPerLoan",-173.883451813031
"profitPerEUR",-0.00285190452508238
"statParityDiff",0.00983953452519987
"averageOddsDiff",0.00865287753115665
"predParityDiff",0.0631396746278499
