"","V1"
"AUC",0.79394031204521
"balAccuracy",0.724352816244987
"EMP",0.186118074057909
"acceptedLoans",0.601961977642295
"profit",39261793.7692
"profitPerLoan",5561.16059053824
"profitPerEUR",0.0912099391143859
"statParityDiff",0.161117707442064
"averageOddsDiff",0.109978485620223
"predParityDiff",0.033321802300441
