"","V1"
"AUC",0.793379412581031
"balAccuracy",0.72215287487738
"EMP",0.186132181914012
"acceptedLoans",0.602042841176481
"profit",37299859.1542
"profitPerLoan",5283.26616915014
"profitPerEUR",0.0866521255352993
"statParityDiff",0.164925024111489
"averageOddsDiff",0.114042973635264
"predParityDiff",0.0333943597809925
