"","V1"
"AUC",0.797214492973089
"balAccuracy",0.729492573323109
"EMP",0.18610153570843
"acceptedLoans",0.600462154913272
"profit",40148674.7986
"profitPerLoan",5686.78113294618
"profitPerEUR",0.0932702719959858
"statParityDiff",0.133864617297015
"averageOddsDiff",0.0922093594969444
"predParityDiff",0.0227546719715875
