"","V1"
"AUC",0.795771431349641
"balAccuracy",0.725070499933149
"EMP",0.186107487677055
"acceptedLoans",0.600507177368835
"profit",35600409.936
"profitPerLoan",5042.55098243626
"profitPerEUR",0.0827040975712379
"statParityDiff",0.164251023306717
"averageOddsDiff",0.119824311066283
"predParityDiff",0.0191311137111113
