"","V1"
"AUC",0.504022697359948
"balAccuracy",0.50000524100891
"EMP",0.183216367086548
"acceptedLoans",0.578561036920438
"profit",-868324.4946
"profitPerLoan",-122.992138045326
"profitPerEUR",-0.00201722378629899
"statParityDiff",0.00406999666492253
"averageOddsDiff",0.00960415402128795
"predParityDiff",0.0741843522917314
