"","V1"
"AUC",0.795861978141871
"balAccuracy",0.727478353239317
"EMP",0.186083788458456
"acceptedLoans",0.600327909452047
"profit",39717300.121
"profitPerLoan",5625.67990382436
"profitPerEUR",0.0922681359674926
"statParityDiff",0.119238686119174
"averageOddsDiff",0.0794740075905188
"predParityDiff",0.0245023773451867
