"","V1"
"AUC",0.788285263431507
"balAccuracy",0.71946652327861
"EMP",0.186162658037736
"acceptedLoans",0.602119677562125
"profit",35614984.2174
"profitPerLoan",5044.61532824363
"profitPerEUR",0.0827379554058276
"statParityDiff",0.0188445686565421
"averageOddsDiff",0.0264787472270345
"predParityDiff",0.0634816245460637
