"","V1"
"AUC",0.784959118457841
"balAccuracy",0.716132739813235
"EMP",0.186091204260259
"acceptedLoans",0.599563829575576
"profit",33539364.7532
"profitPerLoan",4750.61823699717
"profitPerEUR",0.0779160380459837
"statParityDiff",0.0238338640812154
"averageOddsDiff",0.0160864385080986
"predParityDiff",0.0548622077326678
